"","repo","user","nationality","coordinates","x","y"
1041,"mapserver/mapserver","aabhayas","Australia","(-25.274398, 133.775136)",133.775136,-25.274398
1043,"opengeospatial/teamengine","bermud","Maryland, US","(39.0457549, -76.6412712)",-76.64127119999999,39.0457549
1048,"opengeospatial/teamengine","keshav-nangare","Pune","(18.5204303, 73.8567437)",73.8567437,18.5204303
1051,"opengeospatial/teamengine","upendra-sachan","Baner, Pune","(18.5590032, 73.7867629)",73.7867629,18.5590032
1055,"opengeospatial/teamengine","lorebiga","Italia","(41.87194, 12.56738)",12.56738,41.87194
1059,"openlayers/openlayers","raiyni","Missouri","(37.9642529, -91.8318334)",-91.8318334,37.9642529
1062,"openlayers/openlayers","twpayne","Zürich, Switzerland","(47.3768866, 8.541694)",8.541694,47.3768866
1064,"openlayers/openlayers","ThomasG77","Nantes, France","(47.218371, -1.553621)",-1.553621,47.218371
1065,"openlayers/openlayers","nachouve","Galicia, Spain","(42.5750554, -8.1338558)",-8.1338558,42.5750554
1066,"openlayers/openlayers","jbo023","Berlin","(52.5200066, 13.404954)",13.404954,52.52000659999999
1069,"openlayers/openlayers","maveric1977","Munich, Germany","(48.1351253, 11.5819805)",11.5819805,48.1351253
1070,"openlayers/openlayers","bentrm","Dresden, Germany","(51.0504088, 13.7372621)",13.7372621,51.0504088
1071,"openlayers/openlayers","icholy","St. Catharines, Ontario","(43.1593745, -79.2468626)",-79.2468626,43.1593745
1072,"openlayers/openlayers","lazaruslarue","wherevs","(40.7037851, -89.4256995)",-89.4256995,40.7037851
1074,"openlayers/openlayers","mblinsitu","Paris, France","(48.856614, 2.3522219)",2.3522219,48.856614
1078,"openlayers/openlayers","ZiglioUK","Bristol, United Kingdom","(51.454513, -2.58791)",-2.58791,51.454513
1079,"openlayers/openlayers","kalbermattenm","Neuchâtel, Switzerland","(46.9899874, 6.9292732)",6.9292732,46.9899874
1081,"openlayers/openlayers","tmcw","San Francisco, CA","(37.7749295, -122.4194155)",-122.4194155,37.7749295
1082,"openlayers/openlayers","htulipe","France","(46.227638, 2.213749)",2.213749,46.227638
1084,"openlayers/openlayers","crschmidt","Cambridge, MA","(42.3736158, -71.1097335)",-71.10973349999999,42.3736158
1085,"openlayers/openlayers","felixgirault","Angers, France","(47.478419, -0.563166)",-0.5631659999999999,47.478419
1087,"openlayers/openlayers","brendankenny","Mountain View, CA","(37.3860517, -122.0838511)",-122.0838511,37.3860517
1089,"openlayers/openlayers","austinhyde","Pittsburgh, PA","(40.4406248, -79.9958864)",-79.9958864,40.44062479999999
1091,"openlayers/openlayers","ekargee","Perth, Western Australia","(-31.9505269, 115.8604572)",115.8604572,-31.9505269
1093,"openlayers/openlayers","felixveysseyre","Lyon, France","(45.764043, 4.835659)",4.835659,45.764043
1095,"openlayers/openlayers","bjornharrtell","Malmö, SWEDEN","(55.604981, 13.003822)",13.003822,55.604981
1096,"openlayers/openlayers","Morgul","Lubbock, TX","(33.5778631, -101.8551665)",-101.8551665,33.5778631
1098,"openlayers/openlayers","llambanna","New Zealand","(-40.900557, 174.885971)",174.885971,-40.900557
1100,"openlayers/openlayers","argson","Poland","(51.919438, 19.145136)",19.145136,51.919438
1101,"openlayers/openlayers","cpsTinK","Russia, Belgorod","(50.5997134, 36.5982621)",36.5982621,50.5997134
1103,"openlayers/openlayers","NaveenKY","Ludwigshafen, Germany","(49.47741, 8.44518)",8.445179999999999,49.47741
1104,"openlayers/openlayers","samuellapointe","Chicoutimi, Quebec, Canada","(48.3516735, -71.1385136)",-71.1385136,48.3516735
1105,"openlayers/openlayers","AlesJiranek","Czech, Prague","(50.0755381, 14.4378005)",14.4378005,50.0755381
1108,"openlayers/openlayers","greenkeeperio-bot","☁️","(41.253423, -75.262681)",-75.262681,41.253423
1109,"openlayers/openlayers","stweil","Mannheim, Germany","(49.4874592, 8.4660395)",8.466039499999999,49.4874592
1113,"openlayers/openlayers","aisaacs","United States","(37.09024, -95.712891)",-95.712891,37.09024
1115,"openlayers/openlayers","matjos","Sweden","(60.128161, 18.643501)",18.643501,60.12816100000001
1116,"openlayers/openlayers","fperucic","15,45","(15.515888, 45.4498065)",45.4498065,15.515888
1117,"openlayers/openlayers","cs09g","SeongNam, South Korea","(37.4449168, 127.1388684)",127.1388684,37.4449168
1118,"openlayers/openlayers","j16sdiz","Hong Kong SAR","(22.396428, 114.109497)",114.109497,22.396428
1120,"openlayers/openlayers","denilsonsa","Brazil","(-14.235004, -51.92528)",-51.92528,-14.235004
1121,"openlayers/openlayers","mike-mcgann","Lanham, Maryland","(38.9685112, -76.8620327)",-76.8620327,38.96851119999999
1122,"openlayers/openlayers","wb14123","China","(35.86166, 104.195397)",104.195397,35.86166
1125,"openlayers/openlayers","pedros007","Boulder, CO","(40.0149856, -105.2705456)",-105.2705456,40.0149856
1126,"openlayers/openlayers","tomhughes","Hertfordshire, UK","(51.8097823, -0.2376744)",-0.2376744,51.80978229999999
1128,"openlayers/openlayers","sebasbaumh","Germany","(51.165691, 10.451526)",10.451526,51.165691
1129,"openlayers/openlayers","schuyler","San Francisco, CA","(37.7749295, -122.4194155)",-122.4194155,37.7749295
1131,"openlayers/openlayers","marcosox","Italy","(41.87194, 12.56738)",12.56738,41.87194
1132,"openlayers/openlayers","marlowp","United Kingdom","(55.378051, -3.435973)",-3.435973,55.378051
1133,"openlayers/openlayers","brianreavis","Wyoming","(43.0759678, -107.2902839)",-107.2902839,43.0759678
1135,"openlayers/openlayers","scharrier","Angers, France","(47.478419, -0.563166)",-0.5631659999999999,47.478419
1137,"openlayers/openlayers","gregersrygg","Oslo, Norway","(59.9138688, 10.7522454)",10.7522454,59.9138688
1139,"openlayers/openlayers","tremby","Vancouver, BC","(49.2827291, -123.1207375)",-123.1207375,49.2827291
1140,"openlayers/openlayers","EduardoNogueira","Porto, Portugal","(41.1579438, -8.6291053)",-8.629105299999999,41.1579438
1141,"openlayers/openlayers","jorix","Castelldefels (near Barcelona, Spain)","(41.2800161, 1.9766294)",1.9766294,41.2800161
1142,"openlayers/openlayers","spatialillusions","Gothenburg, Sweden","(57.70887, 11.97456)",11.97456,57.70887
1145,"openlayers/openlayers","dnlkoch","Bonn, Germany","(50.73743, 7.0982068)",7.0982068,50.73743
1148,"openlayers/openlayers","drupol","Bruxelles","(50.8503463, 4.3517211)",4.3517211,50.8503463
1149,"openlayers/openlayers","Barryrowe","Louisville, KY","(38.2526647, -85.7584557)",-85.7584557,38.2526647
1150,"openlayers/openlayers","bjnsn","USA","(37.09024, -95.712891)",-95.712891,37.09024
1151,"openlayers/openlayers","jomue","Copenhagen, Denmark","(55.6760968, 12.5683372)",12.5683372,55.6760968
1155,"openlayers/openlayers","daliborjanak","Olomouc","(49.593778, 17.2508787)",17.2508787,49.593778
1157,"openlayers/openlayers","itjope","Sundsvall","(62.390811, 17.306927)",17.306927,62.390811
1166,"openlayers/openlayers","f7o","Frankfurt am Main","(50.1109221, 8.6821267)",8.6821267,50.1109221
1170,"openlayers/openlayers","nicholas-l","New Zealand","(-40.900557, 174.885971)",174.885971,-40.900557
1172,"openlayers/openlayers","thhomas","Ramonville","(43.543794, 1.4784139)",1.4784139,43.543794
1173,"openlayers/openlayers","PeterDaveHello","Taiwan","(23.69781, 120.960515)",120.960515,23.69781
1174,"openlayers/openlayers","bill-chadwick","Reading, UK","(51.4542645, -0.9781303)",-0.9781303,51.4542645
1175,"openlayers/openlayers","jonataswalker","Campinas, Brasil","(-22.9098833, -47.0625812)",-47.0625812,-22.9098833
1177,"openlayers/openlayers","ebelo","Lausanne, Switzerland","(46.5196535, 6.6322734)",6.6322734,46.5196535
1180,"openlayers/openlayers","NicolasBrandli","Grenoble","(45.188529, 5.724524)",5.724524,45.188529
1181,"openlayers/openlayers","aberenyi","Budapest, Hungary","(47.497912, 19.040235)",19.040235,47.497912
1185,"openlayers/openlayers","nagytech","Sydney, AU","(-33.8688197, 151.2092955)",151.2092955,-33.8688197
1186,"openlayers/openlayers","gravitystorm","London","(51.5073509, -0.1277583)",-0.1277583,51.5073509
1188,"openlayers/openlayers","Toilal","Orléans, France","(47.902964, 1.909251)",1.909251,47.902964
1190,"openlayers/openlayers","pksorensen","Denmark","(56.26392, 9.501785)",9.501785,56.26392
1192,"openlayers/openlayers","thomasmoelhave","Aarhus, Denmark","(56.162939, 10.203921)",10.203921,56.162939
1193,"orfeotoolbox/OTB","abricier-cs","France","(46.227638, 2.213749)",2.213749,46.227638
1196,"orfeotoolbox/OTB","olahlou","Toulouse","(43.604652, 1.444209)",1.444209,43.604652
1198,"orfeotoolbox/OTB","janestar","Hangzhou,Zhejiang Province","(30.274084, 120.15507)",120.15507,30.274084
1204,"orfeotoolbox/OTB","sdinot","France","(46.227638, 2.213749)",2.213749,46.227638
1205,"orfeotoolbox/OTB","echristophe","California","(36.778261, -119.4179324)",-119.4179324,36.778261
1206,"orfeotoolbox/OTB","lnicola","Craiova, Romania","(44.3301785, 23.7948807)",23.7948807,44.3301785
1207,"orfeotoolbox/OTB","julienmalik","Toulouse, France","(43.604652, 1.444209)",1.444209,43.604652
1209,"orfeotoolbox/OTB","savmickael","Toulouse, France","(43.604652, 1.444209)",1.444209,43.604652
1212,"orfeotoolbox/OTB","remicres","Montpellier, France","(43.610769, 3.876716)",3.876716,43.610769
1213,"orfeotoolbox/OTB","rkanavath","France","(46.227638, 2.213749)",2.213749,46.227638
1214,"ossimlabs/ossim","Spectrality","Melbourne, FL","(28.0836269, -80.6081089)",-80.60810889999999,28.0836269
1215,"ossimlabs/ossim","smsiebe","Augusta, GA","(33.4734978, -82.0105148)",-82.0105148,33.4734978
1217,"ossimlabs/ossim","okramer","Miami Beach","(25.790654, -80.1300455)",-80.1300455,25.790654
1223,"ossimlabs/ossim","oscarkramer","Miami Beach","(25.790654, -80.1300455)",-80.1300455,25.790654
1224,"ossimlabs/ossim","kitplummer","Tucson, AZ","(32.2217429, -110.926479)",-110.926479,32.2217429
1229,"ossimlabs/ossim","sbortman","Melbourne, FL","(28.0836269, -80.6081089)",-80.60810889999999,28.0836269
1232,"ossimlabs/ossim","rddesmond","Washington, DC","(38.9071923, -77.0368707)",-77.0368707,38.9071923
1237,"pgRouting/pgrouting","hugomd","Melbourne, Australia","(-37.8136276, 144.9630576)",144.9630576,-37.8136276
1240,"pgRouting/pgrouting","vpicavet","France","(46.227638, 2.213749)",2.213749,46.227638
1241,"pgRouting/pgrouting","daas-ankur-shukla","Mumbai, India","(19.0759837, 72.8776559)",72.8776559,19.0759837
1243,"pgRouting/pgrouting","vidhan13j07","Jaipur","(26.9124336, 75.7872709)",75.7872709,26.9124336
1244,"pgRouting/pgrouting","Zia-","Istanbul, Turkey","(41.0082376, 28.9783589)",28.9783589,41.0082376
1245,"pgRouting/pgrouting","titanofold","Bryson City, NC USA","(35.4309291, -83.4473809)",-83.4473809,35.4309291
1246,"pgRouting/pgrouting","lvv83","Russia, Komi Republic, Syktyvkar","(61.6478508, 50.8339029)",50.8339029,61.6478508
1247,"pgRouting/pgrouting","justjkk","Bangalore, India","(12.9715987, 77.5945627)",77.5945627,12.9715987
1249,"pgRouting/pgrouting","JakobMiksch","Europe","(54.5259614, 15.2551187)",15.2551187,54.5259614
1252,"pgRouting/pgrouting","scovetta","Washington","(47.7510741, -120.7401385)",-120.7401385,47.7510741
1253,"pgRouting/pgrouting","opessoa","Blumenau","(-26.9165792, -49.0717331)",-49.0717331,-26.9165792
1259,"pgRouting/pgrouting","omshinde","Mumbai, India","(19.0759837, 72.8776559)",72.8776559,19.0759837
1260,"pgRouting/pgrouting","jwakely","London","(51.5073509, -0.1277583)",-0.1277583,51.5073509
1262,"pgRouting/pgrouting","kiorky","Nantes, France","(47.218371, -1.553621)",-1.553621,47.218371
1263,"pgRouting/pgrouting","yobiSource","Germany","(51.165691, 10.451526)",10.451526,51.165691
1267,"pgRouting/pgrouting","woodbri","Greater Boston, Mass., USA","(42.3473129, -71.0782651)",-71.0782651,42.3473129
1269,"pgRouting/pgrouting","Rylynnn","Xi'an Shaanxi China","(34.341574, 108.93977)",108.93977,34.341574
1272,"pgRouting/pgrouting","manikanta-kondeti","IIIT,Hyderabad","(17.445388, 78.3482302)",78.3482302,17.445388
1273,"pgRouting/pgrouting","sanak","Japan, Kansai","(34.4320024, 135.2303939)",135.2303939,34.4320024
1274,"pgRouting/pgrouting","grayed","Russia/Moscow","(55.755826, 37.6172999)",37.6172999,55.755826
1276,"pgRouting/pgrouting","iamrohith94","India","(20.593684, 78.96288)",78.96288,20.593684
1278,"postgis/postgis","Komzpa","Minsk, Belarus","(53.9045398, 27.5615244)",27.5615244,53.90453979999999
1280,"postgis/postgis","cmhodgson","Victoria, BC, Canada","(48.4284207, -123.3656444)",-123.3656444,48.4284207
1290,"postgis/postgis","devrimgunduz","Istanbul","(41.0082376, 28.9783589)",28.9783589,41.0082376
1291,"postgis/postgis","markusschaber","Kempten, Germany","(47.7285699, 10.3157835)",10.3157835,47.7285699
1300,"qgis/QGIS","sikmir","St. Petersburg, Russia","(59.9342802, 30.3350986)",30.3350986,59.9342802
1301,"qgis/QGIS","simon04","Innsbruck, Austria","(47.2692124, 11.4041024)",11.4041024,47.2692124
1302,"qgis/QGIS","homann","Hindås","(57.7036372, 12.4460308)",12.4460308,57.7036372
1304,"qgis/QGIS","jgrocha","Braga, Portugal","(41.5454486, -8.426507)",-8.426506999999999,41.5454486
1308,"qgis/QGIS","DelazJ","FRANCE","(46.227638, 2.213749)",2.213749,46.227638
1310,"qgis/QGIS","olivierdalang","Suva, Fiji","(-18.1248086, 178.4500789)",178.4500789,-18.1248086
1313,"qgis/QGIS","ajdunlap","Stanford, CA","(37.424106, -122.1660756)",-122.1660756,37.42410599999999
1316,"qgis/QGIS","gshegunov","Sofia, Bulgaria","(42.6977082, 23.3218675)",23.3218675,42.6977082
1317,"qgis/QGIS","Roel","Ghent, Belgium","(51.0543422, 3.7174243)",3.7174243,51.0543422
1323,"qgis/QGIS","tqhien","France","(46.227638, 2.213749)",2.213749,46.227638
1327,"qgis/QGIS","tomtor","Netherlands","(52.132633, 5.291266)",5.291265999999999,52.132633
1328,"qgis/QGIS","mwa","Zurich, Switzerland","(47.3768866, 8.541694)",8.541694,47.3768866
1330,"qgis/QGIS","DiGro","Hoorn NH","(52.6423654, 5.0602124)",5.0602124,52.6423654
1331,"qgis/QGIS","kiselev-dv","Yekaterinburg, Russia","(56.8389261, 60.6057025)",60.6057025,56.83892609999999
1333,"qgis/QGIS","bartnv","Netherlands","(52.132633, 5.291266)",5.291265999999999,52.132633
1337,"qgis/QGIS","RCura","Paris, France","(48.856614, 2.3522219)",2.3522219,48.856614
1340,"qgis/QGIS","Qgis-Tr-kr","Seoul, South Korea","(37.566535, 126.9779692)",126.9779692,37.566535
1343,"qgis/QGIS","tomchadwin","UK","(55.378051, -3.435973)",-3.435973,55.378051
1344,"qgis/QGIS","tmizu23","Sendai Miyagi Japan","(38.268215, 140.8693558)",140.8693558,38.268215
1345,"qgis/QGIS","All4Gis","Madrid , Spain","(40.4167754, -3.7037902)",-3.7037902,40.4167754
1346,"qgis/QGIS","sept-en","Ukraine","(48.379433, 31.1655799)",31.1655799,48.379433
1347,"qgis/QGIS","kthy","Taastrup, Denmark","(55.6460162, 12.2979366)",12.2979366,55.6460162
1350,"qgis/QGIS","nirvn","Southeast Asia, based in Phnom Penh","(11.5535303, 104.9337512)",104.9337512,11.5535303
1352,"qgis/QGIS","spatialthoughts","Bangalore","(12.9715987, 77.5945627)",77.5945627,12.9715987
1353,"qgis/QGIS","simogeo","Paris, France","(48.856614, 2.3522219)",2.3522219,48.856614
1354,"qgis/QGIS","ddanielvaz","Marília-SP, Brazil","(-22.2175997, -49.9505101)",-49.9505101,-22.2175997
1355,"qgis/QGIS","artfwo","Novosibirsk, Russia","(55.0083526, 82.9357327)",82.9357327,55.00835259999999
1356,"qgis/QGIS","slarosa","Rende, Calabria (Italy)","(39.3317751, 16.1839028)",16.1839028,39.3317751
1358,"qgis/QGIS","rugginoso","Florence, Italy","(43.7695604, 11.2558136)",11.2558136,43.7695604
1359,"qgis/QGIS","om-henners","Melbourne, Australia","(-37.8136276, 144.9630576)",144.9630576,-37.8136276
1360,"qgis/QGIS","dzolo","Slavičín","(49.0879853, 17.8734988)",17.8734988,49.0879853
1361,"qgis/QGIS","mj10777","Berlin, Germany","(52.5200066, 13.404954)",13.404954,52.52000659999999
1363,"qgis/QGIS","aginor","New Zealand","(-40.900557, 174.885971)",174.885971,-40.900557
1370,"qgis/QGIS","imincik","New Zealand/Slovakia","(-36.8433452, 174.765401)",174.765401,-36.8433452
1372,"qgis/QGIS","mhugo","Nantes","(47.218371, -1.553621)",-1.553621,47.218371
1376,"qgis/QGIS","peterisb","Latvia","(56.879635, 24.603189)",24.603189,56.879635
1378,"qgis/QGIS","nouanda","France","(46.227638, 2.213749)",2.213749,46.227638
1379,"qgis/QGIS","PeterPetrik","Czech Republic","(49.817492, 15.472962)",15.472962,49.81749199999999
1380,"qgis/QGIS","wonder-sk","Earth","(34.2331373, -102.4107493)",-102.4107493,34.2331373
1382,"qgis/QGIS","gvellut","Annecy","(45.899247, 6.129384)",6.129384,45.899247
1386,"qgis/QGIS","tcoupin","Montpellier","(43.610769, 3.876716)",3.876716,43.610769
1387,"qgis/QGIS","jnmoal","France","(46.227638, 2.213749)",2.213749,46.227638
1389,"qgis/QGIS","lynxlynxlynx","Ljubljana","(46.0569465, 14.5057515)",14.5057515,46.0569465
1390,"qgis/QGIS","akbargumbira","Warsaw, Poland","(52.2296756, 21.0122287)",21.0122287,52.2296756
1392,"qgis/QGIS","gioman","Évora, Portugal","(38.571431, -7.913502)",-7.913501999999999,38.571431
1393,"qgis/QGIS","asiersarasua","Gasteiz","(42.8591338, -2.6818614)",-2.6818614,42.8591338
1395,"qgis/QGIS","cedi4155476","Switzerland","(46.818188, 8.227512)",8.227511999999999,46.818188
1396,"qgis/QGIS","telwertowski","Brookline, MA, US","(42.3317642, -71.1211635)",-71.1211635,42.33176419999999
1397,"qgis/QGIS","tecoholic","Chennai","(13.0826802, 80.2707184)",80.2707184,13.0826802
1400,"qgis/QGIS","frugardc","New York City, NY","(40.7127753, -74.0059728)",-74.0059728,40.7127753
1403,"qgis/QGIS","pierstitus","Netherlands","(52.132633, 5.291266)",5.291265999999999,52.132633
1404,"qgis/QGIS","sfkeller","Rapperswil SG, Switzerland","(47.2266239, 8.8184374)",8.818437399999999,47.2266239
1405,"qgis/QGIS","vinayan","India","(20.593684, 78.96288)",78.96288,20.593684
1407,"qgis/QGIS","tudorbarascu","Râmnicu Vâlcea, România","(45.0996753, 24.3693179)",24.3693179,45.0996753
1410,"qgis/QGIS","pcav","anywhere","(47.602201, -122.333481)",-122.333481,47.602201
1414,"qgis/QGIS","loiemilio","Dublin","(53.3498053, -6.2603097)",-6.2603097,53.3498053
1415,"qgis/QGIS","bstroebl","Germany","(51.165691, 10.451526)",10.451526,51.165691
1417,"qgis/QGIS","mkrambach","Osnabrück, Germany","(52.2799112, 8.0471788)",8.0471788,52.2799112
1420,"qgis/QGIS","elpaso","Luserna San Giovanni (TO), Italy","(44.8170347, 7.2445882)",7.244588199999999,44.81703470000001
1422,"qgis/QGIS","jonnyforestGIS","Coimbra","(40.2033145, -8.4102573)",-8.4102573,40.2033145
1423,"qgis/QGIS","myarjunar","Bandung","(-6.9174639, 107.6191228)",107.6191228,-6.9174639
1426,"qgis/QGIS","spilth","Brooklyn, NY","(40.6781784, -73.9441579)",-73.9441579,40.6781784
1428,"qgis/QGIS","saberraz","UK","(55.378051, -3.435973)",-3.435973,55.378051
1430,"qgis/QGIS","andreabedini","Perth, Australia","(-31.9505269, 115.8604572)",115.8604572,-31.9505269
1432,"qgis/QGIS","jarl-dk","Copenhagen, Denmark","(55.6760968, 12.5683372)",12.5683372,55.6760968
1434,"qgis/QGIS","jtornero","Spain","(40.463667, -3.74922)",-3.74922,40.46366700000001
1435,"qgis/QGIS","liberostelios","Athens, Greece","(37.9838096, 23.7275388)",23.7275388,37.9838096
1436,"qgis/QGIS","simonokeefe","Melbourne, Australia","(-37.8136276, 144.9630576)",144.9630576,-37.8136276
1439,"qgis/QGIS","MatMatt","Copenhagen","(55.6760968, 12.5683372)",12.5683372,55.6760968
1442,"qgis/QGIS","ninsbl","Oslo","(59.9138688, 10.7522454)",10.7522454,59.9138688
1447,"qgis/QGIS","AsgerPetersen","Copenhagen, Denmark","(55.6760968, 12.5683372)",12.5683372,55.6760968
1448,"qgis/QGIS","csandor","Budapest","(47.497912, 19.040235)",19.040235,47.497912
1449,"qgis/QGIS","Zverik","Moscow","(55.755826, 37.6172999)",37.6172999,55.755826
1450,"qgis/QGIS","andreasneumann","Switzerland","(46.818188, 8.227512)",8.227511999999999,46.818188
1451,"qgis/QGIS","medspx","France","(46.227638, 2.213749)",2.213749,46.227638
1453,"qgis/QGIS","3nids","Vevey, Switzerland","(46.4628333, 6.8419192)",6.8419192,46.4628333
1454,"qgis/QGIS","nyalldawson","Melbourne, Australia","(-37.8136276, 144.9630576)",144.9630576,-37.8136276
1455,"qgis/QGIS","haubourg","Grenoble, France","(45.188529, 5.724524)",5.724524,45.188529
1457,"qgis/QGIS","raymondnijssen","Netherlands","(52.132633, 5.291266)",5.291265999999999,52.132633
1458,"qgis/QGIS","alexbruy","Ukraine","(48.379433, 31.1655799)",31.1655799,48.379433
1460,"qgis/QGIS","SrNetoChan","Portugal","(39.399872, -8.224454)",-8.224454,39.39987199999999
1461,"qgis/QGIS","snorfalorpagus","Oxford, United Kingdom","(51.7520209, -1.2577263)",-1.2577263,51.7520209
1464,"qgis/QGIS","ar-jan","The Netherlands","(52.132633, 5.291266)",5.291265999999999,52.132633
1465,"qgis/QGIS","dassau","Düsseldorf, Germany","(51.2277411, 6.7734556)",6.7734556,51.2277411
1466,"qgis/QGIS","carolinux","Zurich","(47.3768866, 8.541694)",8.541694,47.3768866
1467,"qgis/QGIS","ErunamoJAZZ","Colombia","(4.570868, -74.297333)",-74.297333,4.570868
1471,"qgis/QGIS","PedroVenancio","Portugal","(39.399872, -8.224454)",-8.224454,39.39987199999999
1472,"qgis/QGIS","antoniolocandro","Honduras","(15.199999, -86.241905)",-86.241905,15.199999
1473,"qgis/QGIS","jetuk","Lincolnshire, United Kingdom","(52.9451889, -0.1601246)",-0.1601246,52.9451889
1476,"qgis/QGIS","minorua","Okayama, Japan","(34.6551456, 133.9195019)",133.9195019,34.6551456
1477,"qgis/QGIS","RobDeBagel","Melbourne, Australia","(-37.8136276, 144.9630576)",144.9630576,-37.8136276
1478,"qgis/QGIS","marcelosoaressouza","Brasília, DF, Brasil","(-15.7942287, -47.8821658)",-47.8821658,-15.7942287
1479,"qgis/QGIS","Jean-Roc","Arras","(50.291002, 2.777535)",2.777535,50.291002
1480,"qgis/QGIS","misto","Switzerland","(46.818188, 8.227512)",8.227511999999999,46.818188
1483,"qgis/QGIS","borysiasty","Internet","(36.650627, -94.44355)",-94.44355,36.650627
1484,"qgis/QGIS","yellow-sky","Russia, Moscow","(55.755826, 37.6172999)",37.6172999,55.755826
1487,"qgis/QGIS","edigonzales","Solothurn","(47.2088348, 7.532291)",7.532291,47.2088348
1488,"qgis/QGIS","fritsvanveen","Wijster, Netherlands","(52.8157994, 6.5144885)",6.5144885,52.8157994
1489,"qgis/QGIS","thomasdziedzic","San Francisco","(37.7749295, -122.4194155)",-122.4194155,37.7749295
1492,"qgis/QGIS","m-kuhn","Switzerland","(46.818188, 8.227512)",8.227511999999999,46.818188
1494,"qgis/QGIS","dgoedkoop","Germany","(51.165691, 10.451526)",10.451526,51.165691
1498,"qgis/QGIS","eaglevis","Poland","(51.919438, 19.145136)",19.145136,51.919438
1500,"qgis/QGIS","spono","IT","(43.7738992, -79.254181)",-79.254181,43.7738992
1503,"qgis/QGIS","opoplawski","Boulder, CO","(40.0149856, -105.2705456)",-105.2705456,40.0149856
1504,"qgis/QGIS","yoichigmf","Tokyo　Japan","(35.6894875, 139.6917064)",139.6917064,35.6894875
1506,"qgis/QGIS","serialc","Beverley, UK","(53.841963, -0.435093)",-0.435093,53.841963
1511,"qgis/QGIS","tomass","Vilnius, Lithuania","(54.6871555, 25.2796514)",25.2796514,54.6871555
1512,"qgis/QGIS","fnorf","Hamburg","(53.5510846, 9.9936819)",9.9936819,53.5510846
1514,"qgis/QGIS","marioba","Switzerland","(46.818188, 8.227512)",8.227511999999999,46.818188
1515,"qgis/QGIS","Hvitnov","Samsø, Denmark","(55.8146665, 10.5886294)",10.5886294,55.81466649999999
1518,"qgis/QGIS","jcomas","Salt, Girona, Spain","(41.9726971, 2.791944)",2.791944,41.9726971
1520,"qgis/QGIS","SebDieBln","Berlin","(52.5200066, 13.404954)",13.404954,52.52000659999999
1523,"qgis/QGIS","palmerj","Wellington, New Zealand","(-41.2864603, 174.776236)",174.776236,-41.2864603
1529,"qgis/QGIS","luca76","Northern Italy","(45.47332, 9.184624)",9.184624,45.47332
1532,"qgis/QGIS","schmandr","Solothurn","(47.2088348, 7.532291)",7.532291,47.2088348
1533,"qgis/QGIS","gacarrillor","South America","(-8.783195, -55.491477)",-55.491477,-8.783195
1534,"qgis/QGIS","ccrook","New Zealand","(-40.900557, 174.885971)",174.885971,-40.900557
1536,"qgis/QGIS","pkinglinz","Wellington, NZ","(-41.2864603, 174.776236)",174.776236,-41.2864603
1537,"qgis/QGIS","NathanW2","Australia","(-25.274398, 133.775136)",133.775136,-25.274398
1539,"qgis/QGIS","cayetanobv","Seville, Andalusia (Spain)","(37.3890924, -5.9844589)",-5.9844589,37.3890924
1544,"qgis/QGIS","serval2412","France","(46.227638, 2.213749)",2.213749,46.227638
